FW,1024,2.4925,1
FW,2048,20.6664,1
FW,4096,169.3334,1
FW,1024,1.2817,2
FW,2048,10.0873,2
FW,4096,88.6743,2
FW,1024,0.6745,4
FW,2048,5.1094,4
FW,4096,43.0700,4
FW,1024,0.4150,8
FW,2048,2.6651,8
FW,4096,24.0811,8
FW,1024,0.3542,16
FW,2048,1.4632,16
FW,4096,19.0131,16
FW,1024,0.2205,32
FW,2048,1.3863,32
FW,4096,58.9821,32
FW,1024,0.4734,64
FW,2048,0.9561,64
FW,4096,17.0132,64
