FW_SR,1024,128,0.7343,1
FW_SR,1024,64,0.7700,1
FW_SR,1024,32,0.9775,1
FW_SR,2048,128,5.3351,1
FW_SR,2048,64,6.0802,1
FW_SR,2048,32,7.8504,1
FW_SR,4096,128,40.7664,1
FW_SR,4096,64,48.4718,1
FW_SR,4096,32,64.7783,1
FW_SR,1024,128,0.5894,2
FW_SR,1024,64,0.5996,2
FW_SR,1024,32,0.7464,2
FW_SR,2048,128,4.1480,2
FW_SR,2048,64,4.6241,2
FW_SR,2048,32,5.8818,2
FW_SR,4096,128,31.1028,2
FW_SR,4096,64,36.5829,2
FW_SR,4096,32,48.7875,2
FW_SR,1024,128,0.5892,4
FW_SR,1024,64,0.6027,4
FW_SR,1024,32,0.7442,4
FW_SR,2048,128,4.1583,4
FW_SR,2048,64,4.6340,4
FW_SR,2048,32,5.8922,4
FW_SR,4096,128,31.0950,4
FW_SR,4096,64,36.7799,4
FW_SR,4096,32,48.8072,4
FW_SR,1024,128,0.5900,8
FW_SR,1024,64,0.5993,8
FW_SR,1024,32,0.7467,8
FW_SR,2048,128,4.1487,8
FW_SR,2048,64,4.6240,8
FW_SR,2048,32,5.8861,8
FW_SR,4096,128,31.4255,8
FW_SR,4096,64,36.6717,8
FW_SR,4096,32,48.7715,8
FW_SR,1024,128,0.5963,16
FW_SR,1024,64,0.6003,16
FW_SR,1024,32,0.7461,16
FW_SR,2048,128,4.1535,16
FW_SR,2048,64,4.6241,16
FW_SR,2048,32,5.8758,16
FW_SR,4096,128,31.3901,16
FW_SR,4096,64,36.7921,16
FW_SR,4096,32,48.8862,16
FW_SR,1024,128,0.5949,32
FW_SR,1024,64,0.6116,32
FW_SR,1024,32,0.7454,32
FW_SR,2048,128,4.1528,32
FW_SR,2048,64,4.6272,32
FW_SR,2048,32,5.8897,32
FW_SR,4096,128,31.0840,32
FW_SR,4096,64,36.5378,32
FW_SR,4096,32,48.7994,32
FW_SR,1024,128,0.6029,64
FW_SR,1024,64,0.6087,64
FW_SR,1024,32,0.7541,64
FW_SR,2048,128,4.1613,64
FW_SR,2048,64,4.6640,64
FW_SR,2048,32,5.9000,64
FW_SR,4096,128,31.1052,64
FW_SR,4096,64,36.7787,64
FW_SR,4096,32,48.7892,64
