FW_TILED,1024,256,0.9026,1
FW_TILED,1024,128,0.7270,1
FW_TILED,1024,64,0.7474,1
FW_TILED,2048,256,6.3362,1
FW_TILED,2048,128,5.2507,1
FW_TILED,2048,64,5.9029,1
FW_TILED,4096,256,50.4347,1
FW_TILED,4096,128,40.0222,1
FW_TILED,4096,64,47.3976,1
FW_TILED,1024,256,0.5706,2
FW_TILED,1024,128,0.4184,2
FW_TILED,1024,64,0.4064,2
FW_TILED,2048,256,3.4137,2
FW_TILED,2048,128,2.7332,2
FW_TILED,2048,64,3.1708,2
FW_TILED,4096,256,26.0579,2
FW_TILED,4096,128,20.7068,2
FW_TILED,4096,64,25.2035,2
FW_TILED,1024,256,0.4617,4
FW_TILED,1024,128,0.3921,4
FW_TILED,1024,64,0.3827,4
FW_TILED,2048,256,2.7082,4
FW_TILED,2048,128,2.7428,4
FW_TILED,2048,64,2.7506,4
FW_TILED,4096,256,21.9172,4
FW_TILED,4096,128,18.6859,4
FW_TILED,4096,64,20.8084,4
FW_TILED,1024,256,0.3390,8
FW_TILED,1024,128,0.3006,8
FW_TILED,1024,64,0.2424,8
FW_TILED,2048,256,1.9138,8
FW_TILED,2048,128,1.9826,8
FW_TILED,2048,64,2.3738,8
FW_TILED,4096,256,15.6241,8
FW_TILED,4096,128,15.8608,8
FW_TILED,4096,64,16.5657,8
FW_TILED,1024,256,0.3598,16
FW_TILED,1024,128,0.2396,16
FW_TILED,1024,64,0.2241,16
FW_TILED,2048,256,1.5136,16
FW_TILED,2048,128,1.4772,16
FW_TILED,2048,64,1.7877,16
FW_TILED,4096,256,10.6755,16
FW_TILED,4096,128,12.1744,16
FW_TILED,4096,64,13.3970,16
FW_TILED,1024,256,0.4436,32
FW_TILED,1024,128,0.2108,32
FW_TILED,1024,64,0.1908,32
FW_TILED,2048,256,1.2488,32
FW_TILED,2048,128,1.0038,32
FW_TILED,2048,64,1.1638,32
FW_TILED,4096,256,7.4003,32
FW_TILED,4096,128,7.6140,32
FW_TILED,4096,64,10.3206,32
FW_TILED,1024,256,0.4512,64
FW_TILED,1024,128,0.3054,64
FW_TILED,1024,64,0.2318,64
FW_TILED,2048,256,1.3529,64
FW_TILED,2048,128,1.0920,64
FW_TILED,2048,64,1.2666,64
FW_TILED,4096,256,5.9747,64
FW_TILED,4096,128,5.2774,64
FW_TILED,4096,64,6.2090,64
